order_id,customer_id,listing_id,quantity,price_at_purchase,order_status,event_timestamp
5001,c048,L017,1,474.8,PLACED,2023-07-03 09:33:00
5001,c048,L017,1,474.8,SHIPPED,2023-07-05 17:33:00
5001,c048,L017,1,474.8,DELIVERED,2023-07-07 10:33:00
5002,c041,L027,3,405.61,PLACED,2024-01-12 05:59:39
5002,c041,L027,3,405.61,SHIPPED,2024-01-13 08:59:39
5002,c041,L027,3,405.61,DELIVERED,2024-01-18 11:59:00
5002,c041,L035,3,279.33,PLACED,2024-01-12 05:59:41
5002,c041,L035,3,279.33,SHIPPED,2024-01-14 07:59:00
5002,c041,L035,3,279.33,DELIVERED,2024-01-20 01:59:41
5002,c041,L037,2,265.5,PLACED,2024-01-12 05:59:11
5002,c041,L037,2,265.5,SHIPPED,2024-01-12 07:59:11
5002,c041,L037,2,265.5,DELIVERED,2024-01-14 00:59:11
5002,c041,L053,2,340.29,PLACED,2024-01-12 06:01:07
5002,c041,L053,2,340.29,SHIPPED,2024-01-12 07:01:07
5002,c041,L053,2,340.29,DELIVERED,2024-01-15 03:01:07
5002,c041,L086,3,430.7,PLACED,2024-01-12 05:57:00
5002,c041,L086,3,430.7,SHIPPED,2024-01-12 14:57:12
5003,c025,L005,3,146.74,PLACED,2024-03-15 21:37:59
5003,c025,L005,3,146.74,SHIPPED,2024-03-17 19:37:59
5003,c025,L012,1,423.6,PLACED,2024-03-15 21:40:10
5003,c025,L012,1,423.6,SHIPPED,2024-03-16 05:40:00
5003,c025,L012,1,423.6,DELIVERED,2024-03-19 11:40:00
5003,c025,L091,3,349.1,PLACED,2024-03-15 21:39:08
5003,c025,L091,3,349.1,SHIPPED,2024-03-18 20:39:08
5003,c025,L091,3,349.1,DELIVERED,2024-03-24 19:39:08
5004,c064,L019,1,12.55,PLACED,2024-01-28 10:51:00
5004,c064,L019,1,12.55,SHIPPED,2024-01-29 04:51:46
5004,c064,L028,2,74.71,PLACED,2024-01-28 10:49:00
5004,c064,L028,2,74.71,SHIPPED,2024-01-29 20:49:00
5004,c064,L029,3,367.54,PLACED,2024-01-28 10:51:00
5004,c064,L029,3,367.54,CANCELLED,2024-01-28 12:39:00
5004,c064,L088,1,357.5,PLACED,2024-01-28 10:52:55
5004,c064,L088,1,357.5,SHIPPED,2024-01-30 01:52:00
5004,c064,L088,1,357.5,DELIVERED,2024-01-31 10:52:55
5005,c131,L062,1,403.24,PLACED,2023-07-09 11:17:09
5005,c131,L062,1,403.24,SHIPPED,2023-07-09 16:17:09
5005,c131,L062,1,403.24,DELIVERED,2023-07-13 08:17:00
5006,c130,L017,3,239.43,PLACED,2023-06-10 14:41:18
5006,c130,L017,3,239.43,SHIPPED,2023-06-11 21:41:18
5006,c130,L017,3,239.43,DELIVERED,2023-06-13 08:41:18
5006,c130,L076,3,262.4,PLACED,2023-06-10 14:41:49
5006,c130,L076,3,262.4,SHIPPED,2023-06-11 07:41:49
5006,c130,L076,3,262.4,DELIVERED,2023-06-14 23:41:49
5007,c097,L021,3,437.7,PLACED,2023-09-16 02:22:23
5007,c097,L021,3,437.7,SHIPPED,2023-09-16 23:22:23
5007,c097,L021,3,437.7,DELIVERED,2023-09-21 10:22:23
5007,c097,L072,2,255.15,PLACED,2023-09-16 02:24:08
5007,c097,L072,2,255.15,SHIPPED,2023-09-16 08:24:08
5007,c097,L072,2,255.15,DELIVERED,2023-09-21 10:24:08
5007,c097,L077,1,442.88,PLACED,2023-09-16 02:23:00
5007,c097,L077,1,442.88,SHIPPED,2023-09-16 13:23:00
5007,c097,L077,1,442.88,DELIVERED,2023-09-18 07:23:00
5008,c147,L017,2,327.09,PLACED,2023-02-26 11:42:30
5008,c147,L017,2,327.09,SHIPPED,2023-02-28 18:42:00
5008,c147,L017,2,327.09,DELIVERED,2023-03-05 11:42:00
5008,c147,L055,3,121.14,PLACED,2023-02-26 11:42:45
5008,c147,L055,3,121.14,SHIPPED,2023-02-27 07:42:45
5008,c147,L055,3,121.14,DELIVERED,2023-03-03 02:42:00
5008,c147,L071,1,284.35,PLACED,2023-02-26 11:42:29
5008,c147,L071,1,284.35,SHIPPED,2023-02-26 23:42:29
5008,c147,L071,1,284.35,DELIVERED,2023-03-02 15:42:00
5008,c147,L076,1,401.56,PLACED,2023-02-26 11:42:34
5008,c147,L076,1,401.56,SHIPPED,2023-02-27 09:42:34
5008,c147,L076,1,401.56,DELIVERED,2023-03-01 14:42:34
5008,c147,L096,3,174.43,PLACED,2023-02-26 11:44:00
5008,c147,L096,3,174.43,CANCELLED,2023-02-26 11:49:00
5009,c104,L042,1,200.99,PLACED,2023-06-18 01:37:00
5009,c104,L042,1,200.99,SHIPPED,2023-06-20 06:37:40
5009,c104,L042,1,200.99,DELIVERED,2023-06-22 04:37:40
5009,c104,L092,2,70.97,PLACED,2023-06-18 01:39:02
5009,c104,L092,2,70.97,SHIPPED,2023-06-18 11:39:02
5009,c104,L092,2,70.97,DELIVERED,2023-06-21 18:39:00
5010,c198,L060,1,308.9,PLACED,2023-03-08 01:48:27
5010,c198,L060,1,308.9,SHIPPED,2023-03-10 18:48:27
5010,c198,L060,1,308.9,DELIVERED,2023-03-13 08:48:00
5010,c198,L100,1,69.43,PLACED,2023-03-08 01:49:55
5010,c198,L100,1,69.43,CANCELLED,2023-03-08 03:18:55
5011,c010,L034,3,116.55,PLACED,2024-06-26 02:49:01
5011,c010,L034,3,116.55,SHIPPED,2024-06-27 22:49:00
5012,c181,L009,2,79.69,PLACED,2023-03-10 15:58:28
5012,c181,L009,2,79.69,SHIPPED,2023-03-12 16:58:28
5012,c181,L009,2,79.69,DELIVERED,2023-03-16 23:58:00
5013,c131,L014,3,294.63,PLACED,2023-12-15 06:58:19
5013,c131,L014,3,294.63,SHIPPED,2023-12-15 14:58:00
5013,c131,L014,3,294.63,DELIVERED,2023-12-18 00:58:00
5013,c131,L021,3,430.79,PLACED,2023-12-15 07:01:00
5013,c131,L021,3,430.79,SHIPPED,2023-12-17 18:01:00
5013,c131,L021,3,430.79,DELIVERED,2023-12-21 10:01:30
5013,c131,L042,1,419.65,PLACED,2023-12-15 07:02:00
5013,c131,L042,1,419.65,SHIPPED,2023-12-15 10:02:00
5013,c131,L042,1,419.65,DELIVERED,2023-12-17 19:02:00
5014,c033,L018,2,445.39,PLACED,2023-08-21 11:33:07
5014,c033,L018,2,445.39,SHIPPED,2023-08-22 09:33:00
5014,c033,L018,2,445.39,DELIVERED,2023-08-25 00:33:00
5014,c033,L076,2,120.94,PLACED,2023-08-21 11:34:00
5014,c033,L076,2,120.94,SHIPPED,2023-08-23 10:34:55
5014,c033,L076,2,120.94,DELIVERED,2023-08-26 14:34:55
5014,c033,L078,2,282.11,PLACED,2023-08-21 11:34:04
5014,c033,L078,2,282.11,SHIPPED,2023-08-22 01:34:04
5014,c033,L078,2,282.11,DELIVERED,2023-08-26 02:34:04
5015,c002,L012,2,210.85,PLACED,2024-02-26 22:40:00
5015,c002,L012,2,210.85,SHIPPED,2024-02-27 07:40:49
5015,c002,L012,2,210.85,DELIVERED,2024-03-01 21:40:00
5015,c002,L019,3,83.89,PLACED,2024-02-26 22:44:48
5015,c002,L019,3,83.89,SHIPPED,2024-02-27 19:44:48
5015,c002,L019,3,83.89,DELIVERED,2024-03-02 11:44:48
5016,c002,L004,2,101.34,PLACED,2023-05-22 21:12:00
5016,c002,L004,2,101.34,SHIPPED,2023-05-23 05:12:22
5016,c002,L004,2,101.34,DELIVERED,2023-05-24 20:12:22
5016,c002,L018,2,409.6,PLACED,2023-05-22 21:07:00
5016,c002,L018,2,409.6,CANCELLED,2023-05-22 22:45:25
5016,c002,L025,3,431.91,PLACED,2023-05-22 21:11:00
5016,c002,L025,3,431.91,SHIPPED,2023-05-22 22:11:30
5016,c002,L025,3,431.91,DELIVERED,2023-05-26 02:11:00
5016,c002,L080,2,85.81,PLACED,2023-05-22 21:10:00
5016,c002,L080,2,85.81,SHIPPED,2023-05-25 17:10:37
5016,c002,L080,2,85.81,DELIVERED,2023-05-27 16:10:00
5017,c044,L093,1,180.04,PLACED,2023-05-24 18:14:00
5017,c044,L093,1,180.04,SHIPPED,2023-05-26 13:14:06
5017,c044,L093,1,180.04,DELIVERED,2023-05-27 18:14:00
5018,c080,L017,3,392.6,PLACED,2024-03-26 06:44:48
5018,c080,L017,3,392.6,SHIPPED,2024-03-26 19:44:48
5018,c080,L017,3,392.6,DELIVERED,2024-03-31 20:44:48
5018,c080,L026,1,462.92,PLACED,2024-03-26 06:44:23
5018,c080,L026,1,462.92,CANCELLED,2024-03-26 07:49:00
5018,c080,L035,2,147.74,PLACED,2024-03-26 06:41:30
5018,c080,L035,2,147.74,CANCELLED,2024-03-26 08:04:30
5018,c080,L083,2,210.2,PLACED,2024-03-26 06:44:02
5018,c080,L083,2,210.2,SHIPPED,2024-03-26 20:44:00
5018,c080,L083,2,210.2,DELIVERED,2024-03-29 08:44:02
